iteration,gbest_fitness
0,111.79638888674492
1,79.83817636209399
2,73.36477268386218
3,73.36477268386218
4,58.949166139203435
5,41.45993577613771
6,41.45993577613771
7,35.49913112704695
8,27.197372683859186
9,24.242751405799908
10,21.245445624524905
11,19.596612702073614
12,19.028317089450795
13,18.009921443811535
14,16.864328255359837
15,16.077805839554003
16,15.335418663388808
17,14.491698021812638
18,14.066436159258586
19,13.70286621143353
20,13.617625953518086
21,13.535404531563614
22,13.452240950106969
23,13.371364612800434
24,13.30464932252012
25,13.173542141510183
26,13.121258549964551
27,13.101826048480476
28,13.08922424415988
29,13.053702710246199
30,13.044792394861034
