iteration,rosenbrock_seed0.csv,rosenbrock_seed1.csv,rosenbrock_seed10.csv,rosenbrock_seed2.csv,rosenbrock_seed3.csv,rosenbrock_seed4.csv,rosenbrock_seed5.csv,rosenbrock_seed6.csv,rosenbrock_seed7.csv,rosenbrock_seed8.csv,rosenbrock_seed9.csv,中央値,平均値,標準偏差
0,498.35182704181545,686.6602491478793,609.7972162997172,676.4885577862948,1017.100700108842,1369.9912430138252,983.941713642481,792.3622603738295,994.3747255241466,732.0414572228792,588.5502129925314,732.0414572228792,813.6054693776583,254.21644871239798
1,170.33407355514498,147.63350801901566,152.2315752035176,114.7019547696394,370.6547679816625,140.6677238148688,358.2593025400864,320.63582538810647,208.72668083780687,95.19079435933575,146.18314300405697,152.2315752035176,202.29266813393104,99.66033949626599
2,150.07727326846333,121.7507683935058,32.32500646380217,76.45931189383852,146.39385576778142,101.33251073063408,258.28930570875593,177.9430071103692,75.54155307302247,94.3466048979724,94.8691489868828,101.33251073063408,120.84803148136619,61.05336814510245
3,101.31163313245696,65.09776669892402,32.32500646380217,37.88604120385106,121.53061131155953,87.94418660074034,208.04367374136504,151.95801195426083,75.54155307302247,64.03843961104066,61.97274963625697,75.54155307302247,91.60451576611636,52.15564275459362
4,70.11362646363702,36.20421159435934,32.32500646380217,18.08058216717017,61.09498141568741,75.9003130638665,53.52775955523455,97.2922439232019,40.921804697178885,45.68756868246084,50.31059257677139,50.31059257677139,52.85988096394274,22.3163654789518
5,49.47768642778984,29.58620329835253,26.702290302820863,16.917085745507794,61.09498141568741,45.100280280308986,53.52775955523455,85.8873439071503,40.921804697178885,39.867684669136125,42.9244280390686,42.9244280390686,44.727958939839624,18.523264783072083
6,45.14562242862751,29.58620329835253,26.702290302820863,14.436904763269183,46.365432480027344,43.16663590032256,50.97287080809951,76.91339042569099,39.050097275435895,30.77450816869071,40.32962801536826,40.32962801536826,40.3130530787914,16.07425506230461
7,38.08297701398959,29.58620329835253,25.89492062446017,14.436904763269183,30.55420285068113,24.8443878594983,47.36237130700752,67.59281017444933,35.066541553646964,26.486528746885146,35.89708698305278,30.55420285068113,34.1640850159357,13.957723528323767
8,33.50855459938683,29.108370295845425,20.06258555225264,13.73631682054222,21.19211036524012,24.8443878594983,38.24213732348243,35.59778525843027,29.038514845075916,20.84897748836236,28.09197348469086,28.09197348469086,26.751973990255216,7.430017957779925
9,23.355289862966558,26.225442169062596,18.76142624093838,13.23929439622547,20.39882211783092,22.54251866076315,31.74439421413728,30.96578880277785,24.00604585982639,17.837078957110947,22.7786588508766,22.7786588508766,22.895887284774194,5.461298987234415
10,20.730243559661087,19.181763433569348,17.560979364303613,11.819256818062613,16.89666936036808,19.89293944772518,25.281442980499648,29.70537954593092,22.79242236196431,14.751091246918072,21.847953073512254,19.89293944772518,20.041831017501377,4.945206271190496
11,19.78578589289673,18.90630626996037,14.716813053313915,11.19143881799897,16.89666936036808,17.864066084622923,21.5077085191476,23.87680443025126,20.30756720080234,9.327485612676815,13.38760532770531,17.864066084622923,17.069840960885845,4.489067973217344
12,17.700068746716223,18.17737957700949,13.74459963222238,11.19143881799897,15.194565080754137,14.935956626000358,17.05924435376139,21.32640431216401,18.017599247703725,8.20758179353655,13.179986160474945,15.194565080754137,15.339529486212927,3.6750555672388474
13,14.21515127125816,18.17737957700949,12.901415226328618,10.550499357803446,14.969554877779498,13.985556987953398,16.026117741067097,21.32640431216401,16.15826299181871,8.20758179353655,11.758348942169668,14.21515127125816,14.388752098080785,3.6179708269566415
14,14.21515127125816,17.736576328860814,12.048231590635291,10.550499357803446,13.72581118737427,12.113224192224449,13.947980147048208,20.731767180739727,13.580593598839332,7.6002338366006095,10.479380301463776,13.580593598839332,13.339040817531645,3.569220916632413
15,12.804154512431792,13.220633983760386,11.920085698566398,10.452323279542748,12.319589408574794,12.040630896318635,11.398240115141776,18.75972865351066,11.89594768623618,7.6002338366006095,10.479380301463776,11.920085698566398,12.080995306558888,2.688996593980002
16,11.987007972444276,10.872654797589565,11.459619357716612,9.89961819180344,11.715914373075972,11.759211598862244,10.0514236929646,18.75972865351066,11.501979319240773,7.173251673708332,9.744878133169104,11.459619357716612,11.356844342189598,2.8228569429584787
17,11.43630071986082,10.707023998326411,11.384096632408465,9.610367073730146,11.600272608540138,11.678161254461726,8.955596448458442,17.749700970736455,11.08001087118184,6.540386898924252,9.665489669249038,11.08001087118184,10.94612792235252,2.73050593263347
18,10.795308818710714,10.154855840970155,11.028089118607332,9.610367073730146,11.459345533415044,11.160718047899636,8.455333635356094,16.921974200539424,10.79357617327335,6.297620782235501,9.471844372552685,10.79357617327335,10.559003054299097,2.584974837500377
19,10.18471852041292,9.990826564869383,10.326504512566212,9.441354151343187,11.38442131390021,10.918077737441685,8.253459699145894,16.13190886793312,10.23527223491226,5.824545296158703,9.339491592259344,10.18471852041292,10.184598226449356,2.4781908474915975
20,9.922055699024083,9.6362676615461,10.126992025603023,9.441354151343187,10.701008672898244,10.688109068337589,7.519220702769293,14.734808307551631,10.199921869451954,5.777260567973158,9.107306431719351,9.922055699024083,9.804936832565238,2.1966798675833057
21,9.721111807815037,9.6362676615461,10.05129110757311,9.361701294374551,10.49360517875196,10.307690868178568,7.519220702769293,14.300507713441975,10.01941356919862,5.4235411045535855,9.057478445281369,9.721111807815037,9.626529950316742,2.1425570994086596
22,9.676731528067986,9.47291879487129,9.937971278499456,9.345046258914856,10.33434663147932,10.253165976342755,7.519220702769293,13.513422954541491,9.978254409783345,5.151860004105943,8.882784206516753,9.676731528067986,9.46052024962659,2.0258602996164785
23,9.601238756989966,9.310436871499904,9.81212054632288,9.302987260449086,10.294575295971844,10.115175490033431,7.434125607454739,12.620024787532753,9.783049396403968,4.960124383998974,8.774538648060982,9.601238756989966,9.273490640428957,1.893333291808443
24,9.486596012648752,9.083325096123614,9.773762966637737,9.165156429682517,10.09475770202102,9.86337981986523,7.434125607454739,11.389884608096905,9.683321383054588,4.730855853130119,8.750517331995017,9.486596012648752,9.041425710064567,1.7237464777523852
25,9.306105632107162,9.016774205559232,9.749004185904775,9.11505024120948,9.767102101231329,9.815017747111922,7.214288713612547,11.324735650580651,9.683321383054588,4.581422909421832,8.692303742053953,9.306105632107162,8.93319331925886,1.7478678500471918
26,9.280385716175749,9.008187235717733,9.731634007843097,9.047296086403318,9.63969545121966,9.760205323415928,7.189370601116307,11.175704500053271,9.650703479039665,4.448442059588233,8.692303742053953,9.280385716175749,8.874902563875175,1.7515144405210998
27,9.24357462818238,8.952289946784344,9.656089756276224,9.033258201407731,9.618458798896429,9.760205323415928,7.135562195589963,10.923482561299826,9.650703479039665,4.402738136894374,8.642261275719328,9.24357462818238,8.81987493668238,1.7308609089816098
28,9.199892140619076,8.91703126924995,9.634646789932612,9.033258201407731,9.538730639438649,9.756748166982389,7.089222709576397,10.345497290369105,9.576354096904208,4.391062827983939,8.591887474245343,9.199892140619076,8.734030146064491,1.6654716081412744
29,9.174868823684946,8.861341878378724,9.63293888061646,8.988513332569637,9.512847692593398,9.756748166982389,7.080186229510449,10.00732795084136,9.345716864128924,4.3593778742945934,8.587777924810352,9.174868823684946,8.664331419855566,1.6300931678464177
30,9.12150154561348,8.850345070721636,9.62067100030625,8.970584660118808,9.476211535074237,9.752394696348151,7.079292850686114,9.965989674086076,9.32268350494108,4.3593778742945934,8.43268889632555,9.12150154561348,8.631976482592362,1.6220317514976763
31,9.114551371198488,8.802524389965573,9.607353853897363,8.970584660118808,9.44891307948415,9.725987000568184,7.060435506044346,9.84984336348753,9.317329957051914,4.351771839327222,8.416829512081774,9.114551371198488,8.606011321202304,1.6116420238357496
32,9.08549772839896,8.778559594565367,9.602449501401518,8.927927764189329,9.44195308632005,9.707065168611816,7.056010620667171,9.777340096503911,9.276595545038722,4.337612001919715,8.309322968322316,9.08549772839896,8.57275764326717,1.6058208771967735
33,8.966578810738483,8.753938538001742,9.597474886535256,8.917839364992023,9.416631406011032,9.687451119298592,7.044381710592754,9.639006163411782,9.2269116971249,4.333058447561332,8.293940604218337,8.966578810738483,8.534292068044202,1.588992194927021
34,8.9577996469293,8.746269146168675,9.591210435934592,8.876384108949301,9.415111465511604,9.65275788583114,7.021014155546461,9.638597753928316,9.2269116971249,4.318010512827254,8.2380174765036,8.9577996469293,8.516553116841378,1.5917215648302216
35,8.932374839349336,8.746269146168675,9.585932290562344,8.864914797471176,9.40528660517526,9.64348378633796,6.987106231468303,9.594993221631787,9.211142483013605,4.318010512827254,8.184933655730886,8.932374839349336,8.497677051794234,1.5896204612062208
36,8.91089027215152,8.73278655778296,9.574733646807784,8.847386493213008,9.382669927078192,9.64348378633796,6.952729642497971,9.566962018743755,9.199887706213833,4.313791460801236,8.115269368147173,8.91089027215152,8.476417352706854,1.5897782833836271
37,8.886905450607895,8.717785250482455,9.569059001522255,8.841425951301325,9.361808476755558,9.636833457567697,6.9195121627115,9.527057951073342,9.195117091577297,4.302352015437894,8.048380006572899,8.886905450607895,8.455112437782738,1.5915310941867542
38,8.876586412927644,8.715005368153873,9.565086127879384,8.823508705930198,9.361808476755558,9.624788563336814,6.903862973499933,9.485519217668054,9.195117091577297,4.268625285442283,8.04033898597816,8.876586412927644,8.441840655377199,1.5973627035431048
39,8.871695871831424,8.70820507478779,9.5470077271895,8.812810096530184,9.36071797761116,9.60958221090916,6.861241174840867,9.476773944633768,9.180200444776847,4.248136881270963,8.02145135361658,8.871695871831424,8.427074796181659,1.6030823731442478
40,8.867960831729906,8.702679444441591,9.54509149544651,8.787515928539614,9.336729818551742,9.604304070295369,6.8109974638747,9.476362644604531,9.145458064596133,4.198670537299067,7.982213175716487,8.867960831729906,8.405271225008695,1.6175419354679659
41,8.862750031208881,8.68955613820453,9.544905044607818,8.779726856510726,9.334137136941507,9.600661440989946,6.770928711237799,9.467114940794705,9.132193518673525,4.160792350682825,7.966678784731068,8.862750031208881,8.39176772314394,1.6295336353301821
42,8.845029884071515,8.687976790817752,9.54310178646332,8.759704710623005,9.32611668494494,9.59926014218511,6.705649458681551,9.451287611867023,9.12539433462316,4.131988286865735,7.931101471258733,8.845029884071515,8.373328287491077,1.641437156183736
43,8.838931185584322,8.68100216168668,9.542186207919237,8.745592157240354,9.321475573625246,9.59926014218511,6.645982564665413,9.444315914592044,9.11472084766202,4.049243804834024,7.897566170226626,8.838931185584322,8.352752430020097,1.6678714140846496
44,8.817884887097746,8.674405117542195,9.54199974174814,8.723454809184389,9.29437373688113,9.59769973397321,6.560288392958492,9.43747635485092,9.107973517153503,3.997173755336191,7.870070029004943,8.817884887097746,8.329345461430078,1.6871874792950456
45,8.805896285532636,8.665298017036891,9.540721640177608,8.696732444901137,9.260828533241572,9.597262705643155,6.500400397568033,9.433437367085382,9.086241090353152,3.949092566468445,7.839730928998074,8.805896285532636,8.30687654336419,1.7022156007931937
46,8.791629539973032,8.661769040557362,9.540460713001996,8.665750880703317,9.228007486279,9.59714798534688,6.411067299134508,9.422827659248648,9.068988336888795,3.887592344912252,7.778148025670453,8.791629539973032,8.277580846519658,1.7246790274992558
