iteration,rastrigin_seed0.csv,rastrigin_seed1.csv,rastrigin_seed10.csv,rastrigin_seed2.csv,rastrigin_seed3.csv,rastrigin_seed4.csv,rastrigin_seed5.csv,rastrigin_seed6.csv,rastrigin_seed7.csv,rastrigin_seed8.csv,rastrigin_seed9.csv,中央値,平均値,標準偏差
0,111.79638888674492,111.72424609825514,114.79867085523595,109.43376431343442,113.61257701307407,108.5025561756232,114.39321900545724,118.50963852768814,108.1426900673016,102.95286667003938,84.80517187676166,111.72424609825514,108.97016268087417,9.015431841166212
1,79.83817636209399,79.18858590016177,85.5263732551396,101.96610491264836,81.89207041534748,92.5668797580783,79.12916772603121,85.17010371076962,89.18698970248194,62.11050788540539,84.80517187676166,84.80517187676166,83.76183013681084,9.8721285626576
2,73.36477268386218,79.18858590016177,85.02872472736308,87.00512465830083,65.5573233891804,86.16088861432429,79.12916772603121,79.15619514801713,66.52027242465374,57.890851755911065,78.86481756370952,79.12916772603121,76.1697022355923,9.367419228713034
3,73.36477268386218,76.20660894740811,77.59899335977254,73.23283241537251,62.09787552184279,68.958898893333,72.42996548035121,67.20244001591331,62.180209807998125,49.96694789709566,67.51499682765368,68.958898893333,68.25041289550937,7.938980178862392
4,58.94916613920344,69.20024117445499,64.34522228899844,69.07631959126991,62.09787552184279,68.958898893333,60.62221808307925,61.334138440296336,56.27454990333163,48.81025259412208,67.19842799482274,62.09787552184279,62.4424827840686,6.317619034994822
5,41.45993577613771,64.9254865223185,63.23091360968299,55.83443405167616,62.09787552184279,68.958898893333,38.36238244684648,43.22967838248614,51.80482474887012,46.46437137414573,46.3034158488301,51.80482474887012,52.97020156146998,10.603066080624766
6,41.45993577613771,59.208094804203846,57.711390525647474,55.83443405167616,53.88922725908797,64.10146573083469,38.36238244684648,43.22967838248614,49.44199615941446,43.361829876374,46.3034158488301,49.44199615941446,50.26398644195809,8.38898993305009
7,35.49913112704695,59.208094804203846,49.57281582166684,55.83443405167616,41.65980417181392,64.10146573083469,35.629373498993814,28.596764832920957,40.331810544293006,43.361829876374,42.63630687441852,42.63630687441852,45.13016648493115,10.923396917435914
8,27.197372683859182,59.208094804203846,41.19003734039958,43.43648109739244,41.17448818589142,57.931379490868615,35.629373498993814,25.51720656428637,20.628920600054897,42.57538812342582,35.9440826231192,41.17448818589142,39.130256819317744,12.197754136456087
9,24.242751405799908,56.33937593797347,34.50401696506739,39.8139750127136,33.988136253965905,53.6167770621041,34.34260937931833,21.49394174720426,18.833352133338263,42.12909237124149,35.9440826231192,34.50401696506739,35.931646444713266,11.951944958518009
10,21.245445624524905,49.009204996218216,30.978366519285515,36.713125080509386,27.020275374344152,53.6167770621041,28.14430933419429,21.442657165584777,18.833352133338263,40.34985401444234,34.759373112439135,30.978366519285515,32.91934003790773,11.34916338092028
11,19.59661270207361,46.28315162832512,30.327609637852703,35.17791989992564,24.160447411410544,49.82340873831087,27.604377262312155,20.42560166803794,15.11795724435541,40.34546514145621,28.376191230054857,28.376191230054857,30.65806750582864,11.185449102198607
