iteration,rastrigin_seed0_replace.csv,rastrigin_seed10_replace.csv,rastrigin_seed1_replace.csv,rastrigin_seed2_replace.csv,rastrigin_seed3_replace.csv,rastrigin_seed4_replace.csv,rastrigin_seed5_replace.csv,rastrigin_seed6_replace.csv,rastrigin_seed7_replace.csv,rastrigin_seed8_replace.csv,rastrigin_seed9_replace.csv,中央値,平均�,標準偏差
34,24.20594203,22.28848979,19.31846893,29.09381126,50.33230137,38.85727664,45.91062528,28.51151788,42.1681884,31.90799088,23.62270355,29.09381126,32.38339236,10.41662701
35,21.94607602,22.28848979,11.85471089,29.09381126,50.33230137,38.85727664,45.91062528,28.51151788,42.1681884,31.90799088,19.69741438,29.09381126,31.14258207,12.02127804
36,21.94607602,22.28848979,11.50912806,29.09381126,50.33230137,36.61204249,44.99861532,28.51151788,42.1681884,31.90799088,18.24211813,29.09381126,30.6918436,11.98353091
37,21.94607602,22.28848979,11.50912806,28.89300343,50.33230137,34.63562002,44.99861532,28.51151788,42.1681884,31.53909229,18.24211813,28.89300343,30.46037734,11.89910224
38,21.94607602,22.28848979,11.50912806,28.79032094,50.33230137,34.63562002,44.05505493,28.51151788,42.1681884,31.53909229,18.24211813,28.79032094,30.36526435,11.78801998
39,21.94607602,22.28848979,11.50912806,28.79032094,50.33230137,34.63562002,42.4067966,28.51151788,38.65854773,31.53909229,18.24211813,28.79032094,29.89636444,11.28810559
40,21.94607602,22.28848979,11.50912806,28.79032094,50.33230137,34.63562002,38.6204159,28.51151788,38.65854773,31.53909229,18.24211813,28.79032094,29.55214801,10.92020195
41,21.94607602,22.28848979,11.50912806,28.19457681,46.64951464,34.63562002,36.87327267,28.51151788,37.57827874,30.12870593,16.25104966,28.51151788,28.59693002,10.2102086
42,19.79034031,22.28848979,11.50912806,28.19457681,46.64951464,34.63562002,36.80520222,27.79914627,37.57827874,30.12870593,16.25104966,28.19457681,28.33000477,10.36594939
43,19.79034031,18.38172797,10.62969,26.44608218,46.36954633,34.63562002,36.80520222,26.83204416,29.20527035,30.12870593,15.05787622,26.83204416,26.7529187,10.39612762
44,18.72550936,18.38172797,10.62969,26.17283181,46.36954633,34.63562002,36.68551722,26.16028892,29.20527035,30.12870593,15.05787622,26.17283181,26.55932583,10.46202489
45,18.72550936,18.38172797,10.62969,24.90049314,38.72453463,34.63562002,36.40430021,26.16028892,29.20527035,30.05866809,15.05787622,26.16028892,25.71672536,9.158430134
46,18.45629514,18.38172797,8.072388864,24.90049314,38.72453463,34.63562002,36.40430021,26.16028892,24.52021695,30.05866809,15.05787622,24.90049314,25.03385547,9.541705338
47,18.04035979,18.38172797,8.072388864,24.90049314,38.72453463,34.63562002,36.40430021,23.94230509,24.52021695,29.82720516,15.05787622,24.52021695,24.77336619,9.555049856
48,17.28638473,18.20056582,8.072388864,24.54899734,38.72453463,34.63562002,35.74290632,23.94230509,24.52021695,27.56351139,15.05787622,24.52021695,24.39048249,9.443396352
49,17.28638473,17.79863906,8.072388864,24.34409241,36.56813843,34.63562002,35.74290632,23.94230509,24.52021695,27.56351139,14.9496612,24.34409241,24.12944222,9.170626812
50,17.28638473,17.79863906,8.072388864,24.34409241,36.56813843,34.5637814,35.74290632,23.94230509,24.52021695,27.56351139,14.9496612,24.34409241,24.12291144,9.162418645
51,17.0668169,17.79863906,7.749478951,23.97116918,36.56813843,34.5637814,35.74290632,23.26847753,24.52021695,27.56351139,14.9496612,23.97116918,23.97843612,9.238297908
52,17.0668169,17.79863906,7.749478951,23.97116918,36.56813843,34.03296133,35.74290632,23.26847753,24.52021695,27.56351139,14.54605271,23.97116918,23.89348807,9.218878063
53,16.99506704,17.77870329,7.749478951,23.97116918,36.56813843,33.48872963,35.74290632,23.12906248,24.52021695,27.56351139,14.51061083,23.97116918,23.81978132,9.171492998
54,16.99506704,16.11598531,7.749478951,23.97116918,36.56813843,33.02867167,35.74290632,23.12906248,24.52021695,26.53619728,14.51061083,23.97116918,23.53340949,9.207568035
55,16.88606132,16.11598531,7.749478951,23.97116918,36.09382086,33.02867167,35.74290632,23.12906248,24.30420116,26.53619728,14.51061083,23.97116918,23.4607423,9.146870652
56,16.88606132,16.11598531,7.749478951,23.93278347,36.09382086,33.02867167,35.74290632,23.12906248,24.13590799,26.53619728,14.51061083,23.93278347,23.44195331,9.145246071
57,16.72687431,16.11598531,7.749478951,23.93278347,36.09382086,33.02867167,34.6778908,23.12906248,22.84207611,26.53619728,14.51061083,23.12906248,23.2130411,9.01500161
58,16.72687431,15.61259291,7.749478951,23.51477962,36.09382086,32.83137454,34.6778908,23.00650577,22.84207611,26.18604902,14.51061083,23.00650577,23.06836852,9.019094664
59,16.72687431,15.53600243,7.749478951,23.51477962,36.09382086,32.83137454,34.6778908,23.00650577,22.84207611,26.18604902,14.51061083,23.00650577,23.06140575,9.025453458
60,16.72687431,14.72705084,7.749478951,23.51477962,36.09382086,32.66328689,34.63894835,23.00650577,22.84207611,26.18604902,14.51061083,23.00650577,22.96904378,9.072842107
61,16.72687431,14.72705084,7.423874748,23.47110437,35.71279934,32.66328689,33.55602205,22.66731912,22.84207611,21.2934783,14.51061083,22.66731912,22.32677245,8.872358005
62,16.59938959,14.72705084,7.352085423,23.47110437,35.71279934,32.66328689,33.13145076,21.84951208,22.84207611,21.2934783,14.50693579,21.84951208,22.19537904,8.839687219
63,16.59938959,14.49477255,7.352085423,23.33993975,35.71279934,32.638825,33.13145076,21.84951208,22.25561132,21.2934783,14.22070005,21.84951208,22.08077856,8.877045783
64,16.59938959,14.49477255,7.352085423,23.33993975,35.71279934,31.99928822,32.65867572,21.84951208,22.25561132,18.48185008,14.22070005,21.84951208,21.72405674,8.806992389
65,16.47795244,14.49477255,7.352085423,23.0228146,34.57587873,31.99928822,32.63630177,21.2619666,22.25561132,18.01248778,14.22070005,21.2619666,21.4827145,8.64744338
66,16.46716251,14.49477255,7.352085423,23.0228146,34.57587873,31.99928822,32.18026387,17.38768539,15.90304634,17.70408634,14.22070005,17.38768539,20.48252582,8.811431263
67,16.42126666,14.49477255,7.352085423,23.0228146,34.57587873,31.99928822,32.14869335,17.38768539,15.90304634,14.79703481,14.22070005,16.42126666,20.21120601,8.943386412
68,16.41401864,14.49477255,7.294730821,22.82918365,34.57587873,31.31079258,31.69743554,17.38768539,15.45845065,14.79703481,14.22070005,16.41401864,20.04369849,8.818816315
69,16.38920109,14.49477255,7.294730821,22.82918365,34.57587873,31.31079258,31.69743554,17.38768539,15.45845065,14.79703481,14.17962171,16.38920109,20.03770796,8.822560162
70,16.35328561,14.44109816,7.294730821,22.82918365,34.57587873,31.31079258,31.69743554,17.38768539,15.45845065,14.79703481,14.17962171,16.35328561,20.02956342,8.827435769
71,16.34728252,14.44109816,7.294730821,22.82882997,34.57587873,29.94947264,31.69743554,17.38768539,15.45845065,14.79703481,14.17962171,16.34728252,19.90522918,8.661679022
72,16.34728252,14.44109816,7.294730821,22.77732126,33.98322585,29.01936194,31.63987766,17.38768539,14.55007341,14.79703481,14.17962171,16.34728252,19.67430123,8.497376188
73,16.34728252,14.38976372,6.906771062,22.77732126,33.85152652,29.01936194,30.59401945,17.38768539,14.55007341,14.79703481,14.17962171,16.34728252,19.52731471,8.393008821
74,16.34728252,14.38976372,6.906771062,22.73912058,33.85152652,29.01936194,30.42611247,16.96264418,14.55007341,14.79703481,14.17962171,16.34728252,19.46993754,8.381254511
75,16.34566069,14.38202476,6.906771062,22.73912058,33.79503036,28.83242406,30.27420199,16.86477246,14.55007341,14.79703481,13.29151204,16.34566069,19.34351147,8.393987914
76,16.33038239,14.28262392,6.906771062,22.73912058,33.79503036,28.83242406,30.27420199,16.75860366,14.55007341,14.79703481,12.57614192,16.33038239,19.25840074,8.457581885
77,16.33038239,14.28262392,6.889917472,22.65387419,33.79503036,25.93204097,30.27420199,16.75860366,14.55007341,14.79703481,12.47716218,16.33038239,18.97644958,8.176008007
78,16.32382396,14.16884471,6.889917472,22.65387419,33.79503036,25.93204097,30.27420199,15.9630853,14.55007341,14.79703481,12.42400505,15.9630853,18.88835747,8.211923281
79,16.32382396,14.16884471,6.889917472,22.65387419,33.79503036,25.93204097,29.22880387,15.9630853,14.39730183,14.79703481,12.35629817,15.9630853,18.77327778,8.085340798
80,16.32382396,14.16884471,6.889917472,22.57651811,33.56424862,25.64947358,29.22880387,15.80035602,13.88670843,14.79703481,12.28073865,15.80035602,18.65149711,8.054624079
81,16.31848607,14.16884471,6.889917472,22.57651811,33.56424862,25.64947358,29.22880387,15.80035602,13.88670843,13.68389938,11.98418146,15.80035602,18.52285797,8.138176839
82,16.28887568,14.16394643,6.889917472,22.4998859,33.56424862,25.57758282,29.19598969,15.54322829,13.83078573,13.68389938,11.98418146,15.54322829,18.4747765,8.136948285
83,16.28887568,14.13358435,6.889917472,22.46081882,33.56424862,25.57758282,29.19598969,15.39370604,13.78118447,13.68389938,11.98418146,15.39370604,18.45036262,8.144965407
84,16.2665672,13.92995626,6.889917472,22.44508888,33.56424862,25.37944856,29.19598969,15.39370604,13.78118447,13.68389938,11.98418146,15.39370604,18.41038073,8.138627093
85,16.2665672,13.87991634,6.864792522,22.30305118,33.56424862,25.37944856,29.15158637,15.27654703,13.78118447,13.68389938,11.98418146,15.27654703,18.37594756,8.136514265
86,16.2665672,13.85916241,6.439062409,22.30305118,33.56424862,25.37944856,29.11975754,15.27654703,13.78118447,12.39944409,11.77224788,15.27654703,18.19642922,8.292262967
87,16.23793438,13.85916241,6.439062409,22.30305118,33.56424862,25.37944856,29.08830036,15.27654703,13.78118447,12.09459268,11.70840488,15.27654703,18.15744882,8.315505718
88,16.23793438,13.8415638,6.439062409,22.30305118,33.5048684,25.24193688,29.08830036,15.0019312,13.58695135,12.09459268,11.66254732,15.0019312,18.09115818,8.317302099
89,16.22095401,13.8415638,6.386070461,22.28541679,33.40836856,25.06283166,28.85723019,14.70644129,13.58695135,12.09459268,11.66254732,14.70644129,18.01026983,8.271911037
90,16.22095401,13.8415638,6.374710004,22.28541679,33.40836856,24.89409227,28.85723019,14.70644129,13.58578017,11.23611118,11.66254732,14.70644129,17.91574687,8.324444832
91,16.22095401,13.83238593,6.374710004,22.28541679,33.40836856,24.89409227,28.85723019,14.70644129,13.06615749,11.23611118,11.66254732,14.70644129,17.8676741,8.353341674
92,16.22095401,13.82959368,6.374710004,22.28541679,33.40836856,23.74360547,28.76030087,10.89913739,12.74757491,10.76424002,11.6410497,13.82959368,17.33408649,8.521650075
93,16.21903717,13.82959368,6.374710004,19.91121354,33.40836856,23.74360547,28.55227539,10.89913739,12.45166855,10.76424002,11.60206997,13.82959368,17.06871998,8.402841299
94,16.21903717,13.82959368,6.356233547,19.91121354,33.40836856,23.01838648,28.52576529,10.89913739,12.28605778,10.68660854,11.54046662,13.82959368,16.97098805,8.365542669
95,16.21903717,13.82959368,6.356113425,19.91121354,33.40836856,23.01838648,28.52576529,10.89913739,12.28605778,10.68660854,11.54046662,13.82959368,16.97097713,8.365557911
96,16.21903717,13.82959368,6.324430525,19.91121354,32.8076977,23.01838648,28.52576529,10.89913739,12.28605778,10.685682,11.54046662,13.82959368,16.9134062,8.252807305
97,16.21903717,13.82959368,6.324430525,19.91121354,32.8076977,22.87439659,28.52576529,10.89913739,12.28605778,10.685682,11.54046662,13.82959368,16.90031621,8.242263169
98,16.21903717,13.82959368,6.324430525,19.91121354,32.8076977,22.77559766,28.52576529,7.139272153,12.28605778,10.53933691,11.54046662,13.82959368,16.53622446,8.589670189
99,16.21903717,13.82959368,6.324430525,19.91121354,32.8076977,22.63036946,28.48272288,7.139272153,11.91542792,10.53933691,11.54046662,13.82959368,16.48541532,8.592219426
100,16.20637825,13.82959368,6.270476976,19.91121354,32.38930926,22.52502162,28.48272288,7.139272153,11.91542792,10.53933691,11.51325499,13.82959368,16.42927347,8.513736648
101,16.11045221,13.81445364,6.270476976,19.91121354,32.38930926,22.52502162,28.48272288,7.139272153,10.83830739,10.53933691,11.51325499,13.81445364,16.32125651,8.577434263
102,16.09581354,13.77221806,6.270476976,19.91121354,32.26501201,22.18366355,28.48272288,7.139272153,10.83830739,10.53933691,11.51325499,13.77221806,16.27375382,8.531242708
103,16.07705608,13.77221806,6.270476976,19.91121354,32.26501201,22.18366355,28.48272288,7.139272153,10.83830739,10.53933691,11.3154336,13.77221806,16.25406483,8.542519388
104,16.07705608,13.72503906,6.264930755,19.91121354,32.26501201,22.18366355,28.48272288,7.139272153,10.83830739,10.53933691,11.28227529,13.72503906,16.24625724,8.546470021
105,16.07705608,13.71201657,6.264930755,19.89735642,32.26501201,22.18366355,28.48272288,7.139272153,10.83830739,10.53933691,11.22833275,13.71201657,16.23890977,8.549408218
106,16.07705608,13.67567713,6.264930755,19.89735642,32.26501201,22.18366355,28.48272288,7.139272153,10.50290981,10.38613181,11.22833275,13.67567713,16.19118776,8.582475158
107,16.07705608,13.63122555,6.261010947,19.89735642,32.26501201,22.18366355,28.47923871,7.139272153,10.50290981,10.38613181,11.22833275,13.63122555,16.18647362,8.583742543
108,16.03563772,13.4042211,6.261010947,19.89735642,30.81117843,22.17977655,28.47923871,7.139272153,10.50290981,9.801481893,11.22833275,13.4042211,15.9764015,8.366501563
109,16.03563772,13.4042211,6.253196664,19.89735642,30.81117843,22.17977655,28.47923871,7.139272153,10.50290981,9.801481893,11.22833275,13.4042211,15.97569111,8.36740926
110,16.03135196,13.4042211,6.253196664,19.89735642,30.81117843,22.12459338,28.47877335,7.139272153,10.50290981,9.801481893,11.22623767,13.4042211,15.97005208,8.363379189
111,16.02018936,13.4042211,6.247941524,19.89735642,30.81117843,22.12459338,28.47877335,7.139272153,10.50290981,9.635847107,11.20407545,13.4042211,15.9514871,8.377588475
112,16.02018936,13.4042211,6.247941524,19.83087423,30.81117843,22.04759784,28.47877335,7.139272153,10.50290981,9.635847107,11.20407545,13.4042211,15.93844367,8.368829667
113,16.02018936,13.4042211,6.247941524,19.83087423,30.81117843,22.00902931,28.47877335,6.504026682,10.31511796,9.635847107,11.2021408,13.4042211,15.85993999,8.446972504
114,16.00725075,13.4042211,6.247941524,19.83087423,30.81117843,18.24823977,28.47877335,6.504026682,10.31511796,9.635847107,11.2021408,13.4042211,15.51687379,8.246863059
115,16.00541156,13.21927059,6.247941524,19.83087423,30.81117843,17.22394208,28.39583664,6.504026682,10.21764032,9.534121727,11.2021408,13.21927059,15.38112587,8.223501104
116,16.00541156,13.21927059,6.247941524,19.83087423,30.81117843,17.22394208,28.37610675,6.504026682,10.02332308,9.534121727,11.2021408,13.21927059,15.36166704,8.232781051
117,16.00541156,13.21927059,6.245864136,19.83087423,30.81117843,17.22394208,28.2387778,6.504026682,10.02332308,9.534121727,11.20115408,13.21927059,15.34890404,8.211427809
118,15.99908569,13.21927059,6.245864136,19.83087423,30.81117843,15.60311735,28.2387778,6.504026682,10.02332308,9.534121727,11.20115408,13.21927059,15.20098125,8.188866618
119,15.99908569,13.21927059,6.245864136,19.83087423,30.81117843,15.60311735,28.18527198,6.504026682,10.01911673,9.534121727,11.19908182,13.21927059,15.19554631,8.18072652
120,15.99859333,13.21927059,6.207955961,19.83087423,30.81117843,15.06249815,28.18527198,6.480994463,9.973980894,9.534121727,11.19908182,13.21927059,15.13671105,8.189052296
121,15.997605,13.21927059,6.180745972,19.83087423,30.81117843,15.06249815,28.18527198,6.480994463,9.904193025,9.534121727,11.19908182,13.21927059,15.12780322,8.19643401
122,15.99576222,13.21927059,6.163108105,19.81721006,30.81117843,15.06249815,28.15625552,6.480994463,9.904193025,9.15352041,11.18948988,13.21927059,15.08668008,8.220111961
123,15.99576222,13.21352204,6.163108105,19.81721006,30.81117843,15.06249815,28.14443052,6.265638669,9.904193025,9.108121351,11.18948988,13.21352204,15.0613775,8.244401973
124,15.99576222,13.21352204,6.161933349,19.81721006,30.81117843,15.06249815,28.14443052,6.265638669,9.904193025,9.108121351,11.18948988,13.21352204,15.0612707,8.244528772
125,15.9933669,13.20912702,6.161933349,19.81721006,30.81117843,15.06249815,28.14443052,6.265638669,9.904193025,8.82887609,11.18948988,13.20912702,15.03526746,8.265165784
126,15.98763192,13.20912702,6.161933349,19.7127252,30.723459,14.64961938,28.14443052,6.265638669,9.904193025,8.82887609,11.18948988,13.20912702,14.97973855,8.243084286
127,15.98763192,13.17691619,6.152151836,19.7127252,30.723459,14.64961938,28.14443052,6.265638669,9.695209097,8.757160129,11.18948988,13.17691619,14.95040289,8.263262572
128,14.26157699,13.17691619,6.152151836,19.60182737,30.72172928,14.64961938,28.1182971,6.265638669,9.550540909,8.621323347,11.16692994,13.17691619,14.75332282,8.2668716
129,14.24545416,13.17691619,6.146814895,19.26252397,30.72172928,14.64961938,28.1182971,6.265638669,9.403612978,8.621323347,11.10860885,13.17691619,14.70186717,8.260070032
130,13.74677024,13.14669954,6.146814895,19.26252397,30.72172928,14.50068267,28.09426749,6.265638669,9.35952432,8.621323347,11.10860885,13.14669954,14.63405302,8.263755927
131,13.74677024,13.14669954,6.146814895,19.1640151,30.69544295,14.50068267,28.09426749,6.265638669,9.35952432,8.621323347,11.0962049,13.14669954,14.62158037,8.25369768
132,13.74677024,13.13993401,6.139228418,19.11359716,30.69544295,14.49502802,28.09100096,6.265638669,9.35952432,8.621323347,11.0962049,13.13993401,14.61488118,8.251310813
133,13.40124012,13.13993401,6.139228418,19.11359716,30.68448538,14.49502802,28.05653761,6.265638669,9.35952432,8.6095393,11.08460091,13.13993401,14.57721399,8.249171047
134,13.40124012,13.13993401,6.139228418,19.11359716,30.68448538,14.49502802,28.04832796,6.08907505,9.213652868,8.591277452,11.08460091,13.13993401,14.54549521,8.276375564
135,13.37391607,13.13027185,6.139228418,19.11359716,30.68448538,14.36196193,28.04832796,6.08907505,9.213652868,8.53943723,11.08460091,13.13027185,14.52532317,8.280828114
136,13.37391607,13.12703866,6.133093822,19.11359716,30.68448538,14.36196193,28.04832796,6.08907505,9.213652868,8.53788967,11.08460091,13.12703866,14.52433086,8.28161591
137,13.37391607,13.12703866,6.123742976,19.11359716,30.68448538,14.36196193,28.04832796,6.08907505,9.213652868,8.503563705,11.0806185,13.12703866,14.5199982,8.285215771
138,13.37391607,13.12703866,6.109976804,19.11359716,30.68448538,14.36196193,28.03200894,6.08907505,9.213652868,8.503563705,11.07943599,13.12703866,14.51715569,8.283997446
139,13.34600388,13.11138016,6.109976804,19.11359716,30.68448538,14.19806128,28.03200894,6.08907505,9.197368458,8.503563705,11.07943599,13.11138016,14.49681426,8.286137186
140,13.34600388,13.11138016,6.109976804,19.10304019,30.68448538,14.19806128,28.02621381,6.08907505,9.193217338,8.503563705,11.07943599,13.11138016,14.49495033,8.284868502
141,13.34600388,13.11138016,6.107748955,19.10304019,30.67169141,14.19806128,28.02621381,6.08907505,9.193217338,8.503563705,11.07943599,13.11138016,14.49358471,8.28259448
142,13.23692072,13.10983312,6.107748955,19.10304019,30.67169141,14.19806128,28.01264079,6.08907505,9.193096743,8.460601056,11.07157467,13.10983312,14.47766218,8.285420042
143,13.23692072,13.10983312,6.085540546,19.10304019,30.60485968,14.19806128,28.00958171,6.08907505,9.193096743,8.460601056,11.07157467,13.10983312,14.46928952,8.274119025
144,13.23692072,13.10983312,6.085540546,19.10304019,30.34194956,14.19806128,28.00958171,6.08907505,9.155678262,8.460601056,11.07157467,13.10983312,14.44198692,8.225467911
145,13.23692072,13.10983312,6.065921922,19.10304019,30.18582111,14.12148749,28.00589392,6.08907505,9.155678262,8.447776895,11.07157467,13.10983312,14.41754758,8.197933685
146,13.22741606,13.10983312,6.065921922,19.10304019,30.18582111,14.12148749,27.99499735,6.08907505,9.126300433,8.436791886,11.07157467,13.10983312,14.41202357,8.198955146
147,13.22741606,13.07859534,6.065921922,19.10304019,30.12013493,14.02381129,27.99499735,6.08907505,9.126300433,8.424960874,11.07157467,13.07859534,14.3932571,8.188082859
148,13.22741606,13.07333116,6.065921922,19.10304019,29.95997252,14.00819742,27.98973738,6.08907505,9.126300433,8.402105858,11.07132453,13.07333116,14.37422023,8.15836104
149,13.13284597,13.07333116,6.048173514,19.10304019,29.95997252,14.00819742,27.98973738,5.492327591,9.117391457,8.402105858,11.07132453,13.07333116,14.30894978,8.22435859
150,12.91016035,13.07333116,6.048173514,19.10304019,29.95997252,14.00819742,27.98973738,5.319954271,9.117391457,8.397977306,11.06892056,12.91016035,14.27244147,8.246775421
151,12.91016035,13.07100724,6.048173514,19.10304019,29.95997252,13.98887403,27.98973738,5.319954271,9.117391457,8.34625724,11.0660283,12.91016035,14.26550877,8.250682114
152,12.91016035,13.07100724,6.048173514,19.09080609,29.89305299,13.55582173,27.98973738,5.319954271,9.117391457,8.344544261,11.0660283,12.91016035,14.21878887,8.23982211
153,12.91016035,13.07100724,6.043624113,19.0763755,29.89305299,13.53495978,27.98973738,5.319954271,9.05702888,8.344544261,11.0660283,12.91016035,14.20967937,8.24334482
154,12.91016035,13.06365749,5.864806392,19.0763755,29.89305299,13.53495978,27.98499627,5.313305936,9.019441512,8.305965511,11.0660283,12.91016035,14.18479546,8.266318162
155,12.91016035,13.06365749,5.864806392,18.97811595,29.89305299,13.53495978,27.98499627,5.313305936,9.019441512,8.305965511,11.0660283,12.91016035,14.17586277,8.26055475
