iteration,rastrigin_seed0_replace.csv,rastrigin_seed10_replace.csv,rastrigin_seed1_replace.csv,rastrigin_seed2_replace.csv,rastrigin_seed3_replace.csv,rastrigin_seed4_replace.csv,rastrigin_seed5_replace.csv,rastrigin_seed6_replace.csv,rastrigin_seed7_replace.csv,rastrigin_seed8_replace.csv,rastrigin_seed9_replace.csv,中央値,平均�,標準偏差
156,12.91016035,13.06365749,5.864806392,18.97811595,29.67894811,13.53495978,27.98499627,5.311484452,9.019441512,8.305965511,11.0660283,12.91016035,14.1562331,8.220165967
157,12.91016035,13.06365749,5.744310499,18.97811595,29.67894811,13.51846691,27.98499627,5.254138466,9.017871321,8.305965511,11.0660283,12.91016035,14.13842356,8.2387808
158,12.91016035,13.0619374,5.744310499,18.97811595,29.67894811,13.42222441,27.98499627,5.254138466,9.017871321,8.305965511,11.05974391,12.91016035,14.12894656,8.239812218
159,12.90070898,13.05332451,5.744310499,18.97811595,29.67894811,13.42222441,27.9762229,5.254138466,9.017871321,8.305965511,11.04717206,12.90070898,14.12536388,8.239058031
160,12.90070898,13.05332451,5.744310499,18.97811595,29.67544585,13.42222441,27.9762229,5.254138466,8.882030233,8.288630336,11.04717206,12.90070898,14.11112038,8.248137585
161,12.90070898,13.05332451,5.744310499,18.97811595,29.65465552,12.96441562,27.95710086,5.254138466,8.496909936,8.288630336,11.04632286,12.90070898,14.03078487,8.270983275
162,12.72537995,13.04100513,5.744310499,18.97811595,29.64671862,12.96441562,27.9546122,5.160198577,8.496909936,8.288630336,11.0355573,12.72537995,14.00325947,8.28214617
163,12.72537995,13.04100513,5.744310499,18.97811595,29.62863101,12.96441562,27.94321699,5.154283084,7.179253977,8.284114307,11.0355573,12.72537995,13.87984398,8.374317637
164,12.72537995,13.04100513,5.744310499,18.97811595,29.5946378,12.96441562,27.94321699,4.981143618,6.657385228,8.282858031,11.03194944,12.72537995,13.81312893,8.429267513
165,12.72537995,13.04100513,5.744310499,18.97811595,29.5946378,12.96441562,27.94321699,4.928963577,6.549918153,8.269664365,11.01704171,12.72537995,13.79606089,8.445268163
166,12.70363691,13.04100513,5.744310499,18.97433572,29.54082294,12.96441562,27.93680782,4.889228824,6.549918153,8.263796529,11.01676925,12.70363691,13.78409522,8.438753946
167,12.68292718,13.0407828,5.744310499,18.97433572,29.51494397,12.96441562,27.92545996,4.826198498,6.549918153,8.254130029,11.01676925,12.68292718,13.77219924,8.439583971
168,12.68292718,13.01736526,5.744310499,18.96171819,29.51494397,12.96441562,27.92545996,4.826198498,6.452354537,8.240299444,11.01676925,12.68292718,13.75879658,8.448308098
169,12.51956588,13.01487887,5.744310499,18.9561674,29.51494397,12.96441562,27.91949962,4.8222897,6.452354537,8.231681917,11.01317201,12.51956588,13.74120727,8.450300511
170,12.51956588,13.00837999,5.744310499,18.9561674,29.51494397,12.96441562,27.91949962,4.813631117,6.382230142,8.225748179,11.00981461,12.51956588,13.73260973,8.45783602
171,12.51956588,13.00837999,5.744310499,18.94954902,29.43442722,12.96441562,27.91949962,4.269479949,6.382230142,8.225748179,11.0091706,12.51956588,13.67516152,8.501268438
172,12.51956588,13.00473466,5.744310499,18.94954902,29.43442722,12.96441562,27.91949962,4.269479949,6.382230142,8.225748179,11.00857628,12.51956588,13.6747761,8.501315737
173,12.48521151,13.00473466,5.744310499,18.94851675,29.43442722,12.90596658,27.91949962,4.269479949,6.382230142,8.225748179,11.00857628,12.48521151,13.66624558,8.502229194
174,12.48521151,13.00473466,5.744310499,18.94851675,29.40202278,12.90596658,27.91937973,4.269479949,6.382230142,8.225748179,11.00833524,12.48521151,13.66326691,8.496210395
175,12.43918914,12.99064852,5.744310499,18.94851675,29.39859331,12.90596658,27.91937973,4.269479949,6.382230142,8.222546847,11.00781119,12.43918914,13.65715206,8.496555009
176,12.43918914,12.98921422,5.744310499,18.94851675,29.39859331,12.90596658,27.91937973,4.269479949,6.382230142,8.220501612,11.00781119,12.43918914,13.65683574,8.496697108
177,12.43918914,12.98921422,5.744310499,18.94851675,29.38904245,12.84705139,27.90223162,4.269479949,6.382230142,8.184005486,11.00781119,12.43918914,13.6457348,8.494927248
178,12.43918914,12.98921422,5.744310499,18.94634189,29.38387083,12.84705139,27.90223162,4.269479949,6.378733803,8.164975229,11.00781119,12.43918914,13.64301907,8.495357436
179,12.21722624,12.98921422,5.744310499,18.94634189,29.30649594,12.81306202,27.90120912,4.269479949,6.378733803,8.149980082,11.00491145,12.21722624,13.61099684,8.485631276
180,12.21722624,12.98921422,5.744310499,18.94235024,29.30649594,12.81306202,27.90060168,4.269479949,6.378733803,8.13227294,10.99383025,12.21722624,13.60796162,8.486759885
181,12.21722624,12.98836806,5.457111659,18.06252722,29.30649594,12.79411196,27.89929472,4.269479949,6.378733803,8.079161477,10.99383025,12.21722624,13.49512193,8.465673699
182,12.21722624,12.98836806,5.089588534,18.06252722,29.30649594,12.78075177,27.89929472,4.260661108,6.378733803,8.079161477,10.9920324,12.21722624,13.45953103,8.502331821
183,12.21722624,12.98758521,5.089588534,18.06252722,29.30649594,12.78075177,27.89929472,4.260661108,6.28602413,8.079161477,10.9920324,12.21722624,13.4510317,8.510099409
184,12.21722624,12.97095544,5.089588534,18.06252722,29.30113319,12.78075177,27.89465008,4.260661108,6.28602413,8.079161477,10.9920324,12.21722624,13.44861014,8.508403634
185,12.20972675,12.97084432,5.089588534,18.06252722,29.30113319,12.78075177,27.89465008,4.260661108,6.28602413,8.079161477,10.9920324,12.20972675,13.44791827,8.508513093
186,12.16516123,12.97084432,5.089588534,18.06252722,29.29330199,12.78075177,27.89348402,4.242707114,6.28602413,8.079161477,10.99083615,12.16516123,13.441308,8.509488731
187,12.1279286,12.97084432,5.089588534,18.06252722,29.29330199,12.71080785,27.89348402,4.242707114,6.28602413,8.079161477,10.99083615,12.1279286,13.43156467,8.510620724
188,12.1279286,12.96514724,5.089588534,18.06252722,29.27123339,12.71080785,27.89044333,4.242707114,6.28602413,8.079161477,10.9908241,12.1279286,13.428763,8.506023519
189,12.1279286,12.96370055,5.089588534,18.06252722,29.27123339,12.71080785,27.89044333,4.242707114,6.285540474,8.079161477,10.9908241,12.1279286,13.42858751,8.506072029
190,12.1279286,12.96370055,5.089588534,18.06252722,29.2700649,12.71080785,27.89044333,4.236180235,6.285540474,8.079161477,10.99073816,12.1279286,13.42788012,8.506561922
191,12.1279286,12.96370055,5.086536912,18.06252722,29.24796764,12.70267354,27.89044333,4.236180235,6.279165962,8.073343577,10.98994501,12.1279286,13.42367387,8.50374024
192,12.1279286,12.96370055,5.086536912,18.06252722,29.24796764,12.70267354,27.88904983,4.236180235,6.269165631,8.073343577,10.98994501,12.1279286,13.42263807,8.504343871
193,12.1279286,12.96370055,5.08377412,18.04030484,29.24796764,12.63447128,27.88694996,4.236180235,6.269165631,8.073343577,10.9893874,12.1279286,13.41392489,8.50366378
194,12.1279286,12.9626268,5.08377412,18.04030484,29.24534918,12.63447128,27.88694996,4.236180235,6.269165631,8.07288025,10.9893874,12.1279286,13.41354712,8.503211027
195,12.1279286,12.9626268,5.08377412,18.04030484,29.24534918,12.49265521,27.88694996,4.192801033,6.264414406,8.07288025,10.98885909,12.1279286,13.39623123,8.509714043
196,12.12637272,12.9626268,5.08377412,18.04030484,29.22152509,12.30267307,27.88623178,4.192801033,6.264274047,8.071518892,10.98885909,12.12637272,13.37645104,8.507481804
197,12.12637272,12.95900777,5.08377412,18.04030484,29.19693644,12.27280624,27.88623178,4.192801033,6.264274047,8.071518892,10.98885909,12.12637272,13.37117154,8.503302815
198,12.12637272,12.95743169,5.08377412,18.04030484,29.18003591,12.25755455,27.88511775,4.192801033,5.203536068,8.067502813,10.98885909,12.12637272,13.27120824,8.594559828
199,12.12637272,12.95696166,5.08377412,18.04030484,29.16596865,12.25755455,27.87892389,4.192801033,5.202835016,8.067502813,10.98885909,12.12637272,13.26925985,8.590970655
200,12.12637272,12.95696166,5.071889834,18.04030484,29.16596865,12.25755455,27.87892389,4.190773971,5.202835016,8.06728064,10.98885909,12.12637272,13.26797499,8.592331238
201,12.12637272,12.95696166,5.071889834,18.03452303,29.16596865,12.25755455,27.87856303,4.190773971,5.202835016,8.064046593,10.98885909,12.12637272,13.26712256,8.592144699
202,12.12637272,12.95644783,5.064218231,18.03452303,29.16596865,12.21468306,27.8780505,4.190773971,5.202835016,8.060697969,10.98885909,12.12637272,13.26213001,8.593507035
203,12.12637272,12.95516148,5.064218231,18.03452303,29.16589263,12.15558436,27.87670296,4.190773971,5.202835016,8.060697969,10.98885909,12.12637272,13.25651104,8.594006999
204,12.12637272,12.95516148,5.064218231,18.01374507,29.1603595,12.15558436,27.87309707,4.190773971,5.202835016,8.060697969,10.98885909,12.12637272,13.25379132,8.591215906
205,12.12517653,12.95516148,5.064218231,17.97767776,29.15096496,12.15558436,27.87260971,4.188884498,5.164752902,8.060697969,10.98885909,12.12517653,13.24587159,8.591191569
206,12.12305818,12.95516148,5.064218231,17.97767776,29.15096496,12.15558436,27.87260971,4.188884498,5.164752902,8.057686157,10.98885909,12.12305818,13.24540521,8.591401041
207,12.12305818,12.95512236,5.064218231,17.97767776,29.15096496,12.15558436,27.87230032,4.172695086,5.164752902,8.048850575,10.98885909,12.12305818,13.24309853,8.593589963
208,12.12080928,12.95512236,5.047451827,17.97767776,29.15007488,12.15558436,27.87230032,4.172695086,5.0691117,8.048850575,10.98885909,12.12080928,13.23259429,8.604082348
209,12.12080928,12.95512236,5.047451827,17.97767776,29.15007488,12.13919346,27.87230032,4.172695086,5.041971462,8.048850575,10.9882538,12.12080928,13.22858189,8.606882707
210,12.12080928,12.95388043,5.047451827,17.97767776,29.14812696,12.13919346,27.87105846,4.170092758,5.041971462,8.044268886,10.98791439,12.12080928,13.22749506,8.606873528
211,12.12080928,12.94921832,5.047451827,17.97767776,29.14575323,12.13919346,27.87053788,4.170092758,5.041971462,8.036570986,10.98535568,12.12080928,13.22587569,8.606891231
212,12.11524171,12.94568376,5.047451827,17.97721695,29.14281529,12.13323371,27.87053788,4.168423977,5.041971462,8.010763989,10.98477963,12.11524171,13.22164729,8.608230156
213,12.11524171,12.94568376,5.045725386,17.97721695,29.13900272,12.1120336,27.86992303,4.162510068,5.041971462,8.010763989,10.98467647,12.1120336,13.21861356,8.60847934
214,12.11524171,12.94568376,5.045725386,17.97721695,29.13366722,12.1120336,27.86946059,4.162510068,5.041971462,8.010763989,10.98319853,12.1120336,13.21795212,8.607452339
215,12.11524171,12.94447753,5.043595246,17.9652917,29.13122496,12.10744641,27.86946059,4.162510068,5.041971462,8.004187004,10.98108211,12.10744641,13.21513534,8.60705998
216,12.11524171,12.94447753,5.043595246,17.96444117,29.13082008,12.10744641,27.86934311,4.151542913,5.041971462,8.004187004,10.97758347,12.10744641,13.21369546,8.608163043
217,12.11524171,12.94447753,5.043595246,17.95775813,29.130628,12.1031357,27.86934311,4.120788547,5.041971462,7.993096191,10.97150016,12.1031357,13.20832143,8.611885087
218,12.11524171,12.94447753,5.043595246,17.95579769,29.11127526,12.10058164,27.86657592,4.120788547,5.041971462,7.993096191,10.97150016,12.10058164,13.20590012,8.607761492
219,12.11381905,12.94447753,5.043595246,17.95579769,29.10777794,12.08633613,27.86657592,4.120788547,5.041971462,7.993096191,10.97141207,12.08633613,13.2041498,8.607319552
220,12.11381905,12.9430274,5.043595246,17.95579769,29.08380136,12.08516177,27.86657592,4.120788547,5.041971462,7.993096191,10.96977481,12.08516177,13.20158268,8.602953375
221,12.10219995,12.9430274,5.043595246,17.95576366,29.08380136,12.08516177,27.86631875,4.120788547,5.041971462,7.993096191,10.96977481,12.08516177,13.20049992,8.603055277
222,12.10219995,12.9430274,5.043595246,17.95576366,29.08380136,12.08516177,27.86420551,4.120788547,5.041971462,7.993096191,10.9694746,12.08516177,13.20028052,8.602702829
223,12.10219995,12.9430274,5.043595246,17.95527526,29.08380136,12.08171395,27.86420551,4.116271457,5.041971462,7.992289642,10.9694746,12.08171395,13.19943871,8.603246218
224,12.10219995,12.94231547,5.043595246,17.95527526,29.07516073,12.08171395,27.86420551,4.116271457,5.041971462,7.986682466,10.9694746,12.08171395,13.19807874,8.601992787
225,12.08712124,12.94231547,5.043595246,17.9509705,29.07516073,12.07093787,27.86420551,4.113026277,5.041971462,7.982151786,10.9694746,12.07093787,13.19463006,8.602705271
226,12.08712124,12.94222212,5.042024495,17.9481412,29.05914948,12.07093787,27.86420052,4.113026277,5.041971462,7.50744216,10.9694746,12.07093787,13.14961013,8.629644181
227,12.08712124,12.94142907,5.042024495,17.9481412,29.05914948,12.07093787,27.86420052,4.113026277,5.041971462,7.380081304,10.96919258,12.07093787,13.13793414,8.638061415
228,12.08492922,12.94142907,5.042024495,17.9481412,29.05914948,12.07093787,27.86420052,4.113026277,5.041971462,7.380081304,10.96919258,12.07093787,13.13773486,8.638088106
229,12.08492922,12.94142128,5.041139157,17.9481412,29.05914948,12.07093787,27.86419974,4.109055265,5.041676694,7.380081304,10.96919258,12.07093787,13.1372658,8.638613533
230,12.08492922,12.94057597,5.041139157,17.9481412,29.05914948,12.07093787,27.86419974,4.097735743,5.041676694,7.380081304,10.96917799,12.07093787,13.13615858,8.639799404
231,12.08430223,12.94052796,5.039206578,17.94677845,29.04329149,12.07093787,27.86419974,4.090761749,5.041676694,7.380081304,10.96917799,12.07093787,13.133722,8.637720436
232,12.08430223,12.94052796,5.039206578,17.94668741,29.02874552,12.05254507,27.86409433,4.087279597,5.041676694,7.356777134,10.96687046,12.05254507,13.12806482,8.63722357
233,12.08048881,12.94052796,5.039206578,17.93952468,28.99493223,12.05254507,27.86403956,4.087279597,5.041676694,7.01630582,10.96654551,12.05254507,13.09300659,8.653977406
234,12.05150265,12.94052796,5.039206578,17.93952468,28.98124066,12.03603586,27.86403944,4.086493136,5.041310391,7.01630582,10.96654551,12.03603586,13.08752115,8.652120475
235,12.05150265,12.94052796,5.038220688,17.93952468,28.98124066,12.03603586,27.86403944,4.073310344,5.041310391,7.01630582,10.96628316,12.03603586,13.08620924,8.653590832
236,12.03287865,12.94052796,5.038220688,17.93897151,28.98124066,12.03603586,27.86403944,4.061826882,5.041310391,7.01630582,10.96628316,12.03287865,13.08342191,8.654980683
237,12.02694331,12.94052796,5.038220688,17.93797658,28.98124066,12.03603586,27.86403944,4.061826882,5.041310391,7.01630582,10.96347302,12.02694331,13.08253642,8.655065854
238,12.02637228,12.94052796,5.038220688,17.93797658,28.98124066,12.03603586,27.86403944,4.060009167,5.041310391,7.01630582,10.96028248,12.02637228,13.08202921,8.655340444
239,12.02637228,12.94052796,5.037673821,17.93797658,28.98124066,12.03603586,27.86403394,4.059223078,5.041310391,7.01630582,10.96028248,12.02637228,13.08190753,8.65547227
240,12.02637228,12.94052796,5.036705862,17.93797658,28.98124066,12.03483844,27.86393486,4.059223078,5.041310391,7.01630582,10.96028248,12.02637228,13.08170167,8.655559789
241,12.02637228,12.94052796,5.03220552,17.93797658,28.98124066,12.03466942,27.86393486,4.058525367,5.041310391,7.01630582,10.96028248,12.02637228,13.08121376,8.656052942
242,12.02281936,12.94019583,5.03220552,17.93797658,28.98124066,12.03466942,27.86393486,4.058525367,5.030859944,7.01630582,10.95913903,12.02281936,13.07980658,8.657095975
243,12.02205743,12.94014478,5.03220552,17.93797658,28.97928553,12.02860736,27.86393486,4.058525367,5.030859944,7.01630582,10.95913903,12.02205743,13.07900384,8.656819618
244,12.02127636,12.94014478,5.03220552,17.93797658,28.97582134,12.02706806,27.86391691,4.056650087,5.030859944,7.01630582,10.95785548,12.02127636,13.07818917,8.656435387
245,12.02127636,12.94014478,5.029857348,17.93751048,28.96962672,12.02706806,27.86391691,4.053082212,5.030859944,7.01630582,10.95785548,12.02127636,13.07704583,8.655861892
246,12.02000851,12.93995088,5.029857348,17.93751048,28.96962672,12.02706806,27.86389475,4.053082212,5.030859944,7.01630582,10.95758974,12.02000851,13.07688677,8.655880391
247,12.02000851,12.9395725,5.029857348,17.93751048,28.96962672,12.02706806,27.86387821,4.053082212,5.030859944,7.01630582,10.95758974,12.02000851,13.07685087,8.655878165
248,12.02000851,12.9395725,5.029857348,17.93727136,28.96807438,12.02689382,27.86387821,4.051365413,5.030859944,7.015032587,10.95758974,12.02000851,13.07640035,8.655849983
249,12.02000851,12.9395725,5.029857348,17.93366277,28.96266084,12.02386892,27.86383801,4.048660461,5.030859944,7.015032587,10.95683525,12.02000851,13.07498701,8.654983922
250,12.02000851,12.93920746,5.029857348,17.93366277,28.96266084,12.02386892,27.86383801,4.047835985,5.030859944,7.015032587,10.95683525,12.02000851,13.07487888,8.655070482
251,12.01995679,12.93920746,5.029857348,17.93366277,28.96266084,12.02386892,25.71200704,4.045820345,5.030859944,7.015032587,10.9550458,12.01995679,12.87890726,8.304864719
252,12.01995679,12.93920746,5.029857348,17.93366277,28.96266084,12.02386892,25.43160418,4.044880945,5.030859944,7.013909251,10.95265501,12.01995679,12.85301122,8.2620889
253,12.01995679,12.93920746,5.029857348,17.93366277,28.96266084,12.02386892,25.19538898,4.044224171,5.030859944,7.013909251,10.95265501,12.01995679,12.83147741,8.226426244
254,12.01995679,12.93920746,5.029857348,17.93366277,28.96266084,12.02386892,25.19538898,4.044224171,5.030859944,7.013909251,10.95265501,12.01995679,12.83147741,8.226426244
255,12.01995679,12.93794042,5.029857348,17.93366277,28.96266084,12.02386892,25.19538898,4.040993665,5.030859944,7.013909251,10.95265501,12.01995679,12.83106854,8.226769714
256,12.01995679,12.93794042,5.029857348,17.93366277,28.96266084,12.02386892,25.19538898,4.040147085,5.030859944,7.013909251,10.95265501,12.01995679,12.83099158,8.226860172
257,12.01995679,12.93794042,5.029857348,17.93366277,28.96266084,12.02386892,25.19538898,4.038651509,5.030859944,7.013909251,10.95265501,12.01995679,12.83085562,8.227019994
258,12.01995679,12.93791185,5.029857348,17.93366277,28.96266084,12.02215972,25.17876652,4.038456099,5.030859944,7.013909251,10.95265501,12.01995679,12.82916874,8.224560525
259,12.01995679,12.93791185,5.028604493,17.93366277,28.96266084,12.02215972,25.17876652,4.037742551,5.030859944,7.003685779,10.95260789,12.01995679,12.82805629,8.22548005
260,12.01995679,12.93789069,5.028345579,15.89774322,28.96266084,12.02215972,24.88111515,4.037231992,5.030859944,7.003685779,10.95242325,12.01995679,12.61582482,8.075861591
261,12.01995679,12.93789069,5.028060156,15.89774322,28.96266084,12.02215972,24.70989416,4.036862127,5.030859944,7.003685779,10.95242325,12.01995679,12.6001997,8.050046971
262,12.01995679,12.93789069,5.028060156,14.39580428,28.96164089,12.02215972,24.70989416,4.036590928,5.026956005,7.003685779,10.95242325,12.01995679,12.46318751,8.001292725
263,12.01286183,12.93727396,5.028060156,14.39580428,28.96164089,12.02215972,24.70989416,4.036389774,5.026956005,7.003685779,10.95191437,12.01286183,12.4624219,8.00135944
264,12.00633051,12.93727396,5.028060156,14.36966487,28.96164089,12.02215972,24.70989416,4.033278341,5.026956005,7.003685779,10.95191437,12.00633051,12.45916898,8.001096048
265,11.99620684,12.93727396,5.028060156,14.36966487,28.96164089,12.02215972,24.70989416,4.033278341,5.026956005,7.003685779,10.95191437,11.99620684,12.45824865,8.001153927
266,11.99620684,12.93713279,5.028060156,14.36966487,28.96164089,12.01882865,24.70989416,4.033278341,5.026956005,7.003685779,10.95191437,11.99620684,12.45793299,8.0011713
267,11.99620684,12.93713279,5.028060156,14.36966487,28.96164089,12.01882865,24.61124803,4.030127146,5.026956005,7.003685779,10.95191437,11.99620684,12.44867868,7.986439125
268,11.99620684,12.93686845,5.028060156,14.36966487,28.96164089,12.01882865,24.52879248,4.027530774,5.026956005,6.999457356,10.95095387,11.99620684,12.44045094,7.974489426
269,11.99620684,12.93669948,5.028060156,14.36966487,28.96164089,12.01211319,24.52879248,4.027530774,5.009110581,6.999457356,10.95046377,11.99620684,12.43815822,7.976193773
270,11.99620684,12.93660215,5.028051308,14.36966487,28.96164089,12.00515746,24.52879248,4.027530774,5.009110581,6.999457356,10.95024601,11.99620684,12.43749643,7.976235475
271,11.99385953,12.93660215,5.023281294,14.36966487,28.96164089,12.00386457,24.52879248,4.027098218,5.009110581,6.999457356,10.95024601,11.99385953,12.43669254,7.976744311
272,11.99385953,12.93657016,5.023281294,14.36966487,28.96164089,12.00386457,24.52879248,4.027054169,5.009110581,6.999457356,10.94998387,11.99385953,12.4366618,7.97675364
273,11.99385953,12.93657016,5.022629435,14.01611958,28.96043796,12.00013944,24.52879248,4.025522451,5.009110581,6.999457356,10.94998387,11.99385953,12.4038748,7.968884868
274,11.99385953,12.93657016,5.022629435,14.01611958,28.96043796,12.00013944,24.52879248,4.025522451,4.999689182,6.999457356,10.94968639,11.99385953,12.40299127,7.969765014
275,11.99385953,12.93655472,5.022629435,14.01611958,28.95535144,11.99595443,24.52879248,4.025522451,4.999689182,6.994634399,10.94968639,11.99385953,12.40170855,7.969056595
276,11.99385953,12.93652868,5.022569439,14.01611958,28.95535144,11.99595443,24.52879248,4.025522451,4.999689182,6.994634399,10.94968639,11.99385953,12.40170073,7.969061976
277,11.99385953,12.93643323,5.022569439,14.01611958,28.95535144,11.99595443,24.52879248,4.025522451,4.992471353,6.994634399,10.94968639,11.99385953,12.40103588,7.969732027
278,11.99385953,12.93643323,5.022569439,14.01611958,28.95466532,11.99595443,24.52879248,4.025127701,4.992471353,6.994634399,10.94968639,11.99385953,12.40093762,7.969630999
279,11.99385953,12.93643323,5.020916834,14.01611958,28.95127838,11.99595443,24.52879248,4.025127701,4.992014123,6.994634399,10.94868639,11.99385953,12.40034701,7.969141267
280,11.99385953,12.93643323,5.015488677,14.01611958,28.94996639,11.99595443,24.52879248,4.016640335,4.992014123,6.994634399,10.94837758,11.99385953,12.39893461,7.970269471
281,11.99385953,12.93638121,5.009761867,14.01611958,28.94996639,11.99476766,24.52879248,4.013387512,4.992014123,6.994634399,10.94837758,11.99385953,12.39800567,7.971147908
282,11.99385953,12.93638121,5.009761867,14.01611958,28.94996639,11.99476766,24.52879248,4.012444369,4.992014123,6.994634399,10.94837758,11.99385953,12.39791993,7.971247119
283,11.99243763,12.93638121,5.009725015,14.01611958,28.94996639,11.99476766,24.52879248,4.008243274,4.992014123,6.994634399,10.94837758,11.99243763,12.39740539,7.971699775
284,11.99243763,12.93638121,5.009487788,14.01611958,28.94996639,11.98736285,24.52879248,4.008243274,4.99193807,6.994634399,10.94837758,11.98736285,12.39670375,7.971766535
285,11.98706096,12.93638121,5.009487788,14.01611958,28.94996639,11.98736285,24.52600329,4.008243274,4.99193807,6.994634399,10.94837602,11.98706096,12.39596126,7.97136953
286,11.98706096,12.93638121,5.00519156,14.01611958,28.94833716,11.98570921,24.39268909,4.00773161,4.99193807,6.994634399,10.94837602,11.98570921,12.38310626,7.951280082
287,11.98706096,12.93638121,5.003020826,14.01611958,28.94833716,11.98541253,24.39268909,4.003288135,4.99193807,6.994634399,10.94837602,11.98541253,12.382478,7.951951131
288,11.98456909,12.93638121,5.003020826,14.01611958,28.94472619,11.98541253,24.39268909,4.001293509,4.991213609,6.994634399,10.94835773,11.98456909,12.38167434,7.9514892
289,11.98456909,12.93638121,5.00242568,13.87227888,28.94472619,11.97777806,24.09620144,4.001293509,4.991213609,6.994634399,10.94825268,11.97777806,12.3408868,7.904270103
290,11.9729078,12.93638121,5.00242568,13.87227888,28.94422166,11.97718396,24.09620144,4.001293509,4.991213609,6.994634399,10.94796596,11.9729078,12.33970074,7.904225238
291,11.9729078,12.93638121,5.00242568,13.87227888,28.94390237,11.97478434,24.03594667,4.001293509,4.991213609,6.994634399,10.94796596,11.9729078,12.33397586,7.895222655
292,11.9729078,12.9363478,5.00242568,13.87227888,28.94370413,11.97478434,24.03594667,4.001196145,4.991213609,6.994634399,10.94782017,11.9729078,12.33393269,7.895193531
293,11.9729078,12.9363478,5.00242568,13.87227888,28.9418561,11.97478434,23.97800705,4.000184902,4.991213609,6.994634399,10.94765533,11.9729078,12.32839054,7.886340921
294,11.97256261,12.9363478,5.00242568,13.75136908,28.94172614,11.97478434,23.97800705,3.998921248,4.991213609,6.994634399,10.94757206,11.97256261,12.31723309,7.8841667
295,11.97256261,12.9363478,5.002185491,13.75136908,28.94172614,11.97478434,23.93350923,3.998921248,4.991213609,6.994553037,10.94757206,11.97256261,12.31315861,7.877621881
296,11.97256261,12.9363478,5.002185491,13.75136908,28.94172614,11.97478434,23.93350923,3.998299102,4.991213609,6.994553037,10.94757206,11.97256261,12.31310205,7.877687546
297,11.97256261,12.93634352,5.002185491,13.75136908,28.94172614,11.97478434,23.93350923,3.998299102,4.991213609,6.99321747,10.94757206,11.97256261,12.31298024,7.877777691
298,10.77912775,12.93634352,5.002185491,13.63921042,28.94164691,11.97478434,23.93071707,3.670104795,4.991213609,6.99321747,10.94757206,10.94757206,12.16419304,7.9232247
299,10.77912775,12.93634352,5.002180252,13.18272351,28.94164691,11.97478434,23.93071707,2.335404237,4.990822453,6.99321747,10.94757032,10.94757032,12.00132162,8.067255243
300,9.921977419,12.93630327,5.002115963,13.16625583,28.94040892,11.9716255,23.48891374,2.164502974,4.990822453,6.990140326,10.94722218,10.94722218,11.86548078,8.03972842
301,9.921977419,12.93630327,5.002115963,13.16625583,28.93923681,11.96737537,22.06606884,2.164502974,4.990822453,6.990140326,10.94722218,10.94722218,11.73563831,7.842791429
302,9.921977419,12.93624883,5.002115963,13.02531927,28.93923681,11.96737537,22.06606884,2.164502974,4.990822453,6.990140326,10.94695961,10.94695961,11.72279708,7.840337072
303,9.921977419,12.93624883,5.002115963,13.02531927,28.93914435,11.96737537,22.06606884,2.164502974,4.990822453,6.990140326,10.94681313,10.94681313,11.72277536,7.840318219
304,9.921977419,12.93624883,5.002115963,13.02531927,28.93797966,11.96720755,22.06606884,2.164502974,4.990822453,6.986637178,10.94681313,10.94681313,11.72233575,7.840273476
305,9.921977419,12.93624883,5.001956654,13.02531927,28.93754244,11.96059641,20.47433449,2.164502974,4.989456053,6.986637178,10.94681313,10.94681313,11.57685317,7.642467032
306,9.921977419,12.93622733,5.001956654,13.00097513,28.93691333,11.95969319,20.47433449,2.164502974,4.989456053,6.986637178,10.94658227,10.94658227,11.57447782,7.641863174
307,9.921977419,12.93622733,5.001956654,13.00097513,28.93570841,11.95868099,20.47433449,2.164502974,4.989456053,6.983675904,10.94658227,10.94658227,11.57400706,7.641762151
308,9.921977419,12.93621115,5.001956654,13.00097513,28.93570841,11.95868099,20.47433449,2.164502974,4.989456053,6.983675904,10.94646066,10.94646066,11.57399453,7.641762861
309,9.921977419,12.93578957,5.001886428,12.77047677,28.93367696,11.95868099,19.99705652,2.14985834,4.989456053,6.983675904,10.94632068,10.94632068,11.50807778,7.584524019
310,9.895837412,12.93578957,5.00164148,12.77047677,28.93101748,11.95533839,19.99705652,2.14985834,4.989456053,6.983508764,10.94632068,10.94632068,11.50511831,7.584474762
311,9.895837412,12.93578957,5.001527959,12.77047677,28.92639686,11.95533839,19.99705652,2.14985834,4.98373232,6.983508764,10.94632068,10.94632068,11.5041676,7.583914859
312,9.895837412,12.93578957,5.001527959,12.77047677,28.92639686,11.95533839,19.99705652,2.14985834,4.98373232,6.983508764,10.94632068,10.94632068,11.5041676,7.583914859
313,9.895837412,12.93578957,5.001527959,12.3689352,28.92639686,11.95533839,19.99705652,2.14985834,4.98373232,6.983508764,10.94632068,10.94632068,11.46766382,7.578174398
314,9.620496541,12.93577093,5.001179391,12.3689352,28.92639686,11.95533839,19.99705652,2.14985834,4.98373232,6.983508764,4.41268984,9.620496541,10.84863301,7.877301458
315,9.620496541,12.93577093,5.000743652,12.33360419,28.9255758,11.95533839,18.33772744,2.14985834,4.9831415,6.978948865,3.358897627,9.620496541,10.59819121,7.789787782
