iteration,gbest_fitness
0,10.452310721808207
1,3.0140836558756448
2,1.9648412304642946
3,1.0821651046541412
4,0.5188605113257623
5,0.9755069056672383
6,0.5868306112740989
7,0.5188605113257623
8,0.20438667613004213
9,0.0744223725494777
10,0.04984515215512175
11,0.008135825896872007
12,0.03242337355738556
13,0.006819252898623063
14,0.0006176300042497473
15,0.0034199479804684074
16,0.0004047962749851308
17,5.425647670875833e-05
18,5.425647670875833e-05
19,5.425647670875833e-05
20,5.425647670875833e-05
21,4.6834324244571235e-05
22,1.6147750876882583e-05
23,1.3193766385199979e-05
24,9.854468146386353e-06
25,4.4990923697696417e-07
26,2.887746717306072e-07
27,6.585360523558847e-08
28,6.585360523558847e-08
29,5.6286413752104636e-08
30,3.038332252458531e-08
31,5.2900212210715836e-08
32,2.9464370498999415e-08
33,4.46886971872118e-09
34,1.810647631828033e-09
35,1.0881571199661266e-09
36,8.363976178316079e-10
37,1.3211973737270455e-09
38,5.586642259913788e-10
39,1.468691834816127e-10
40,8.503775461576879e-11
41,8.64801563693618e-11
42,1.3891110484109959e-11
43,8.384404281969182e-13
44,4.497735517361434e-12
45,4.877875880993088e-12
46,2.2026824808563106e-13
47,1.1723955140041653e-13
48,1.7053025658242404e-13
49,4.263256414560601e-14
50,4.263256414560601e-14
51,7.105427357601002e-15
52,7.105427357601002e-15
53,3.552713678800501e-15
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
