iteration,rastrigin_seed0.csv,rastrigin_seed1.csv,rastrigin_seed10.csv,rastrigin_seed2.csv,rastrigin_seed3.csv,rastrigin_seed4.csv,rastrigin_seed5.csv,rastrigin_seed6.csv,rastrigin_seed7.csv,rastrigin_seed8.csv,rastrigin_seed9.csv,中央値,平均�,標準偏差
159,6.964708362,12.93445767,27.8588032,25.8688901,4.974795286,19.89916108,5.969754358,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.1906754,9.109056006
160,6.964708362,12.93445767,27.8588032,25.8688901,4.974795286,19.89916106,5.969754357,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056005
161,6.964708362,12.93445767,27.8588032,25.8688901,4.974795286,19.89916105,5.969754356,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056004
162,6.964708362,12.93445767,27.85880319,25.8688901,4.974795286,19.89916104,5.969754355,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056003
163,6.964708362,12.93445767,27.85880319,25.8688901,4.974795286,19.89916103,5.969754354,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056003
164,6.964708362,12.93445767,27.85880319,25.8688901,4.974795286,19.89916103,5.969754354,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056002
165,6.964708362,12.93445767,27.85880319,25.8688901,4.974795286,19.89916102,5.969754353,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056002
166,6.964708362,12.93445767,27.85880319,25.8688901,4.974795286,19.89916102,5.969754352,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056002
167,6.964708362,12.93445767,27.85880319,25.8688901,4.974795286,19.89916101,5.969754351,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056002
168,6.964708362,12.93445767,27.85880318,25.8688901,4.974795286,19.89916101,5.969754351,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056001
169,6.964708362,12.93445767,27.85880318,25.8688901,4.974795286,19.89916101,5.96975435,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056001
170,6.964708362,12.93445767,27.85880318,25.8688901,4.974795286,19.89916101,5.969754349,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056001
171,6.964708362,12.93445767,27.85880318,25.8688901,4.974795286,19.89916101,5.969754348,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056001
172,6.964708362,12.93445767,27.85880318,25.8688901,4.974795286,19.89916101,5.969754347,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056001
173,6.964708362,12.93445767,27.85880318,25.8688901,4.974795286,19.899161,5.969754347,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056001
174,6.964708362,12.93445767,27.85880318,25.8688901,4.974795286,19.899161,5.969754346,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056001
175,6.964708362,12.93445767,27.85880318,25.8688901,4.974795286,19.899161,5.969754346,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056001
176,6.964708362,12.93445767,27.85880318,25.8688901,4.974795286,19.899161,5.969754346,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056
177,6.964708362,12.93445767,27.85880318,25.8688901,4.974795286,19.899161,5.969754345,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067539,9.109056
178,6.964708362,12.93445767,27.85880318,25.8688901,4.974795286,19.899161,5.969754345,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
179,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.899161,5.969754345,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
180,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754344,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
181,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754344,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
182,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754344,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
183,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754344,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
184,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754344,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
185,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754344,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
186,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
187,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
188,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
189,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
190,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
191,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
192,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
193,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
194,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
195,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
196,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
197,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
198,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
199,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
200,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
201,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
202,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
203,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
204,6.964708362,12.93445767,27.85880318,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
205,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
206,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
207,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
208,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
209,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
210,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
211,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
212,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
213,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
214,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
215,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
216,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
217,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
218,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
219,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
220,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
221,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
222,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
223,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
224,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
225,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
226,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
227,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
228,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
229,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
230,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
231,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
232,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
233,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
234,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
235,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
236,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
237,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
238,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
239,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
240,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
241,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
242,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
243,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
244,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
245,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
246,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
247,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
248,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
249,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
250,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
251,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
252,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
253,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
254,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
255,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
256,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
257,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
258,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
259,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
260,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
261,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
262,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
263,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
264,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
265,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
266,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
267,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
268,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
269,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
270,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
271,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
272,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
273,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
274,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
275,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
276,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
277,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
278,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
279,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
280,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
281,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
282,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
283,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
284,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
285,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
286,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
287,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
288,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
289,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
290,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
291,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
292,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
293,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
294,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
295,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
296,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
297,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
298,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
299,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
300,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
301,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
302,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
303,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
304,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
305,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
306,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
307,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
308,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
309,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
310,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
311,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
312,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
313,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
314,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
315,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
316,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
317,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
318,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
319,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
320,6.964708362,12.93445767,27.85880317,25.8688901,4.974795285,19.89916099,5.969754343,22.88401797,28.85376223,10.94453955,10.94453955,12.93445767,16.19067538,9.109056
