iteration,gbest_fitness
0,117.95389894689575
1,71.389721803813
2,71.389721803813
3,71.389721803813
4,71.389721803813
5,55.76066371357054
6,55.76066371357054
7,55.76066371357054
8,55.76066371357054
9,55.76066371357054
10,55.76066371357054
11,54.70311603103832
12,54.70311603103832
13,39.62257868763331
14,39.62257868763331
15,39.62257868763331
16,39.62257868763331
17,39.62257868763331
18,39.62257868763331
19,39.39933044020431
20,39.39933044020431
21,23.354908620630283
22,23.354908620630283
23,23.354908620630283
24,23.354908620630283
25,22.71237704153225
26,22.71237704153225
27,22.71237704153225
28,22.71237704153225
29,22.71237704153225
30,21.99524026311184
31,21.99524026311184
32,21.99524026311184
33,21.99524026311184
34,21.99524026311184
35,21.99524026311184
36,19.358908563064233
37,19.358908563064233
38,19.315703146861907
39,18.44126437102156
40,18.44126437102156
41,18.424463688301216
42,18.424463688301216
43,18.424463688301216
44,17.528873386463218
45,17.269404762975768
46,17.269404762975768
47,16.902780062001966
48,16.902780062001966
49,16.87076524291136
50,16.85413741832113
51,16.85413741832113
52,16.85413741832113
53,16.761031499832
54,16.708114325073396
55,16.632035839233225
56,16.500585209424884
57,16.48791348657747
58,16.428906792849617
59,16.41557135616199
60,16.41557135616199
61,16.403377706506816
62,16.378457820981893
63,16.19452333181607
64,16.19452333181607
65,16.178609691357934
66,16.16835868732042
67,16.16835868732042
68,16.16835868732042
69,16.1627918286011
70,16.1627918286011
71,16.1627918286011
72,16.13363798994436
73,16.13363798994436
74,16.097823050318013
75,16.089226257019305
76,16.085298860502675
77,16.085298860502675
78,16.060394606616825
79,16.05239717016775
80,16.036608458809255
81,16.01711509584399
82,16.01711509584399
83,16.015748835269676
84,16.012849103810424
85,16.008552350334753
86,16.007204971343313
87,16.004507374051755
88,16.004507374051755
89,16.003647738508704
90,16.002279336235745
91,16.002279336235745
92,16.002279336235745
93,16.002279336235745
94,16.002162340605253
95,16.002162340605253
96,16.002162340605253
97,16.001823924557442
98,16.001823924557442
99,16.000949166794967
100,15.9960944638147
101,15.993393361109327
102,15.993393361109327
