iteration,gbest_fitness
0,1369.9912430138252
1,227.88826628884846
2,93.64905914409967
3,53.69508032448531
4,44.435622312381255
5,43.495653970034404
6,43.495653970034404
7,34.83696005161603
8,20.186317251091324
9,16.71287610904524
10,13.586223560542164
11,10.943100405623527
12,9.919129232681248
13,9.919129232681248
14,9.775560375467785
15,9.735695521917751
16,9.637853303763164
17,9.581874140076614
18,9.581874140076614
19,9.581874140076614
20,9.523745490207922
21,9.523745490207922
22,9.492382619843415
23,9.452473998571808
24,9.43774200921689
25,9.372337176573625
26,9.372337176573625
27,9.357592780886451
28,9.3329033995612
29,9.32196050956361
30,9.318153438227506
31,9.289397233427048
32,9.289397233427048
33,9.286731562896662
34,9.27087978811695
35,9.27087978811695
36,9.265404159493444
37,9.262400143158887
38,9.259497558494083
39,9.259335226178198
40,9.259049830812678
41,9.256005117321894
42,9.255531554722811
43,9.253588263996035
44,9.247135257293897
45,9.24210260052562
46,9.23867494082074
47,9.235041860987213
48,9.231990353820683
49,9.220900536170259
50,9.218041088738088
51,9.212583912131635
52,9.202306973029739
53,9.200309035633548
54,9.18577259993813
55,9.172777149819963
56,9.166256814422992
57,9.156048917407988
58,9.146454685672557
59,9.134338014068339
60,9.122541168763806
61,9.106753281899193
62,9.096996672949585
63,9.084564940287791
64,9.06607126818022
65,9.052456842020423
66,9.037612132710244
67,9.019235920297277
68,8.98899091062111
69,8.969625688348144
70,8.93959266086017
71,8.9162196483206
72,8.891235078161804
73,8.872978212587908
74,8.846122917626698
75,8.821849942076872
76,8.796372991809688
77,8.763499281653871
78,8.726295203248943
79,8.70001193557459
80,8.6722727310078
81,8.649478721223783
82,8.616584186647861
83,8.59589479975644
84,8.563289045728718
85,8.531447887253107
86,8.4963911709579
87,8.460778964318687
88,8.418075373093178
89,8.389629815421445
90,8.354995718402261
91,8.330605394966053
92,8.31115036740238
93,8.294406182741627
94,8.278153908231321
95,8.263519321484985
96,8.257090784603648
97,8.250095325861437
98,8.247915571529912
99,8.245008163575038
100,8.243064446404812
101,8.233011355355925
102,8.217731037769303
103,8.206746620453462
104,8.187123334377214
105,8.169145015278673
