iteration,gbest_fitness
0,792.3622603738295
1,280.0249242533123
2,135.81395394742177
3,135.81395394742177
4,135.81395394742177
5,135.81395394742177
6,96.7148103517957
7,96.7148103517957
8,96.7148103517957
9,81.9115406893477
10,56.80122059329392
11,56.80122059329392
12,51.950169683589294
13,49.60115447389516
14,49.60115447389516
15,49.60115447389516
16,32.53882262842213
17,27.925345507042046
18,24.58332985429071
19,24.58332985429071
20,24.58332985429071
21,24.227662915526032
22,22.570450017197878
23,19.030127090818798
24,18.796691269695014
25,18.055630417251646
26,18.055630417251646
27,15.922843146493808
28,14.795630919248651
29,14.795630919248651
30,14.02458842219902
31,14.02458842219902
32,13.332297865860008
33,13.07599406135647
34,12.76306820396313
35,12.722561965072591
36,12.722561965072591
37,12.722561965072591
38,12.722561965072591
39,12.722561965072591
40,12.722561965072591
41,12.46024803973805
42,12.46024803973805
43,12.177138249239658
44,11.52793152444433
45,11.52793152444433
46,11.52793152444433
47,11.52793152444433
48,11.366780282448701
49,11.366780282448701
50,11.256238956097182
51,11.256238956097182
52,11.256238956097182
53,11.2252979094859
54,10.254933217003497
55,10.254933217003497
56,10.212449362434862
57,10.212449362434862
58,10.212449362434862
59,9.472170247514445
60,9.472170247514445
61,9.468308228268942
62,9.468308228268942
63,9.468308228268942
64,9.468308228268942
65,9.466549628569345
66,9.366304509814729
67,9.366304509814729
68,9.338695890199155
69,9.244393753423765
70,9.244393753423765
71,9.218623987785412
72,9.149903336738948
73,9.149903336738948
74,9.145749988969373
75,9.145749988969373
76,9.143358915751591
77,9.143358915751591
78,9.142231484189233
79,9.142231484189233
80,9.113225857716202
81,9.113225857716202
82,9.113225857716202
83,9.113225857716202
84,9.0753976547919
85,9.000897309892101
86,9.000897309892101
87,8.951108733336671
88,8.951108733336671
89,8.951108733336671
90,8.951108733336671
91,8.951108733336671
92,8.941710033340717
93,8.941710033340717
94,8.941710033340717
95,8.941710033340717
96,8.939361507015697
97,8.910269960475889
98,8.910269960475889
99,8.910269960475889
100,8.840758976898663
101,8.788850352665998
102,8.779238139755948
103,8.76632413712369
104,8.76632413712369
105,8.756509734052678
106,8.756509734052678
107,8.753872327034328
108,8.752883951381893
109,8.752883951381893
110,8.748361402916196
111,8.747545779015237
112,8.736131612813308
113,8.729457676769627
114,8.69970889137485
115,8.69970889137485
116,8.699507778623039
117,8.692646450563743
118,8.692646450563743
119,8.637577231788217
120,8.637577231788217
121,8.443444144753045
122,8.432375063642127
123,8.432375063642127
124,8.432375063642127
125,8.411187502853428
126,8.409592612644634
127,8.409592612644634
128,8.36604317098263
129,8.36604317098263
130,8.364155700670645
131,8.333201549662684
132,8.301706176986924
133,8.301706176986924
134,8.296865979857024
135,8.27382817159567
136,8.27382817159567
137,8.266316252188362
138,8.254854746882883
139,8.254854746882883
140,8.236086175652582
141,8.236086175652582
142,8.221020000058484
