iteration,gbest_fitness
0,109.43376431343442
1,101.96610491264836
2,87.00512465830083
3,68.24731360200536
4,68.24731360200536
5,67.65607237398271
6,67.65607237398271
7,35.41053055520983
8,33.95146803639108
9,32.064200361770574
10,30.655516875772733
11,27.99248543034973
12,27.99248543034973
13,25.440716946098078
14,23.811525153450845
15,22.93244982740002
16,22.111739987268564
17,20.235615627889217
18,19.693150319695206
19,16.069877084666047
20,15.471924348042677
21,15.229122099257978
22,13.935797468101939
23,13.412196827656004
24,12.633725446916557
25,12.165549051405605
26,11.989726344453032
27,11.87183640777458
28,11.676097779351494
29,11.5296525673877
30,11.418097990280216
