iteration,gbest_fitness
0,79.87907079812192
1,87.59676486156772
2,93.19297299925228
3,104.76371874354831
4,95.85687995955223
5,89.9060610372945
6,115.39812383448931
7,90.02338253966174
8,117.12190127519368
9,114.2503367827707
10,117.40034234355187
11,92.81132731043468
12,109.10595097599601
13,92.3447813974074
14,107.73837144862799
15,107.0987376758179
16,125.12934453055657
17,92.3447813974074
18,139.12521410307164
19,111.30513452496173
20,134.76448974088134
21,136.13009789992356
22,138.93023266186327
23,109.69146886449556
24,107.51845519166825
25,136.87749420436978
26,89.9060610372945
27,133.2704137377184
28,104.65112868394242
29,104.76371874354831
