iteration,gbest_fitness
0,994.3747255241466
1,90.78865541267174
2,75.72250380897735
3,42.95989904224892
4,32.023294979772174
5,21.35300402771236
6,16.64309039768888
7,14.702135700506574
8,13.777278702960903
9,12.055197117142004
10,11.187751454528069
11,10.505555290159354
12,10.33725458885106
13,10.052590442607498
14,9.715726062376733
15,9.416610479557036
16,9.191368567824322
17,8.715012075764747
18,8.38772133228917
19,8.335928036540595
20,8.309208972180052
21,8.304621938980397
22,8.301229782687148
23,8.301229782687148
24,8.297520582935196
25,8.29476818280974
26,8.2913007354762
27,8.288627994134337
28,8.285348852993408
29,8.282910699907154
30,8.276721229392692
